,Video_ID,Title,Published_Date,View_count,Like_count,Comment_count,Duration,Defintion,Caption,Month,Year,Weekday,LikeRatio,Videos_with_Mill,url
200,ly6olk2MEcw,Preview: &#39;Bonkers&#39; Roads | Nepal Special | Top Gear,2019-12-29,191420,2276,419,PT1M25S,hd,false,12,2019,Sunday,1.19,0,https://www.youtube.com/watch?v=ly6olk2MEcw
201,s8SUXjQlvk4,TRAILER: New TOP GEAR 2020 | Top Gear: Series 28,2019-12-27,565357,4566,631,PT1M1S,hd,false,12,2019,Friday,0.81,0,https://www.youtube.com/watch?v=s8SUXjQlvk4
202,xboqtjL-a-U,&quot;Is that an Aston Martin?&quot; Chris Harris on... the Ferrari Roma | Top Gear,2019-12-20,661769,9499,1261,PT5M58S,hd,false,12,2019,Friday,1.44,0,https://www.youtube.com/watch?v=xboqtjL-a-U
203,nRN_ut3Cb18,Chris Harris&#39; &#39;Unexpected&#39; Opinion on the Mustang Mach E | Top Gear,2019-12-19,403214,6386,653,PT6M27S,hd,false,12,2019,Thursday,1.58,0,https://www.youtube.com/watch?v=nRN_ut3Cb18
204,CiI78eVxh24,TRAILER: Top Gear Nepal Christmas Special 2019,2019-12-17,184238,2839,401,PT28S,hd,false,12,2019,Tuesday,1.54,0,https://www.youtube.com/watch?v=CiI78eVxh24
205,zwuoTp3oLkA,Is the new Toyota Supra too... &#39;BMW&#39;? | Top Gear: Series 27,2019-12-15,512656,8640,1473,PT6M11S,hd,false,12,2019,Sunday,1.69,0,https://www.youtube.com/watch?v=zwuoTp3oLkA
206,DqakvnXRbSo,Chris Harris on... the Aston Martin DBX | Top Gear,2019-12-13,520793,10230,1167,PT5M51S,hd,false,12,2019,Friday,1.96,0,https://www.youtube.com/watch?v=DqakvnXRbSo
207,feX6dT5zJAc,Petrol Pump Fuel Filler Bingo... with consequences | Top Gear: Series 27,2019-12-01,132893,1968,182,PT2M1S,hd,false,12,2019,Sunday,1.48,0,https://www.youtube.com/watch?v=feX6dT5zJAc
208,0STeATQ9N10,Chris Harris vs the £250k Rolls-Royce Cullinan | Top Gear: Series 27,2019-11-28,669363,11841,1141,PT6M8S,hd,false,11,2019,Thursday,1.77,0,https://www.youtube.com/watch?v=0STeATQ9N10
209,50st4fVHpXo,FIRST LOOK: Aston Martin DBX Super SUV | Top Gear,2019-11-20,336865,5365,1122,PT12M56S,hd,false,11,2019,Wednesday,1.59,0,https://www.youtube.com/watch?v=50st4fVHpXo
210,QA-qgSB076c,FIRST LOOK: Ford Mustang Mach-E Electric SUV | Top Gear,2019-11-18,1786108,18776,7477,PT11M20S,hd,false,11,2019,Monday,1.05,1,https://www.youtube.com/watch?v=QA-qgSB076c
211,2IH5nxIwW0s,FIRST LOOK: Ferrari Roma | Top Gear,2019-11-15,1130652,13932,2438,PT7M24S,hd,false,11,2019,Friday,1.23,1,https://www.youtube.com/watch?v=2IH5nxIwW0s
212,V5-imhbsPbQ,Chris Harris vs the Ferrari 488 Pista &amp; McLaren 600LT | Top Gear,2019-11-05,861406,16228,1824,PT8M27S,hd,false,11,2019,Tuesday,1.88,0,https://www.youtube.com/watch?v=V5-imhbsPbQ
213,YVi9XC-b7rI,All the Important Cars from the Tokyo Motor Show | Top Gear,2019-10-28,186476,3007,392,PT15M58S,hd,false,10,2019,Monday,1.61,0,https://www.youtube.com/watch?v=YVi9XC-b7rI
214,ypGEOmoQqbo,The Electric Shock Challenge (EXTENDED) | Top Gear: Series 27,2019-10-20,145374,2105,209,PT5M50S,hd,false,10,2019,Sunday,1.45,0,https://www.youtube.com/watch?v=ypGEOmoQqbo
215,jT5KZHgGElI,Ariel Atom 4: What’s New in the 538bhp/tonne Adrenaline Machine? | Top Gear,2019-10-11,163671,2538,232,PT3M29S,hd,false,10,2019,Friday,1.55,0,https://www.youtube.com/watch?v=jT5KZHgGElI
216,XYf1B7Y8hV4,Is the Renault Megane RS Trophy-R Worth £72k? | Top Gear,2019-10-07,124308,2088,339,PT4M29S,hd,false,10,2019,Monday,1.68,0,https://www.youtube.com/watch?v=XYf1B7Y8hV4
217,TCjyxYJiCpY,Porsche 935 vs Merc-AMG GT R Pro vs McLaren 720S Spider… at Night | Drag Races | Top Gear,2019-10-04,362477,6198,506,PT1M35S,hd,false,10,2019,Friday,1.71,0,https://www.youtube.com/watch?v=TCjyxYJiCpY
